광물이름,보고서 내용,날짜
동,"중국 국경절 연휴이후 수요회복 전망, 다만 위험자산 기피로 보합세
⊳ 중국의 국경절 연휴 이후 수요회복 기대가 제기되었으나, 미연준의 연내 추가 금리인상 우려 및 이스라엘-하마스 전쟁에 따른 위험자산 기피로 전기동 가격은 보합세
  - 미국의 9월 인플레이션율(CPI)는 전년동월대비 3.7% 상승으로 전월값을 유지하였으나 시장전망치를 상회하면서 연내 미연준의 추가 금리인상 우려가 제기됨
⊳ 또한 페루의 광산 생산실적 개선 및 주요 거래소 재고량 확대도 하방리스크로 작용하여 동 가격상승을 제약하는 상황임
  - 페루의 8월 동 광산생산량은 전년동월대비 7.5% 증가, 1~8월 누적 생산량은 전년동기대비 18% 증가
  - 런던금속거래소(LME)의 10월2주차 동 재고량은 176,745톤으로 전주대비 4.4% 증가, 13주연속 증가세임",202023
니켈,"지정학적 리스크 확대 및 중국 경기둔화로 하락세
⊳ 중동지역 지정학적 리스크 심화에 따른 위험자산 투자수요 둔화 및 중국의 주요 부동산개발업체 비구이위안社의 채무불이행 위험확대로 니켈시장 하방압력 발생
⊳ 또한 주요 거래소의 니켈재고량 증가추세가 지속되는 점도 하방요인으로 작용
  - 10월2주차 LME 니켈 재고량은 43,037톤으로 전주대비 1.5% 증가, 7주연속 증가세를 나타냄",202023
유연탄,"중동지역 원유 생산차질 우려에 따른 유가상승으로 상승세
⊳ 중동지역의 지정학적 리스크 확대로 10월2주차 국제유가(WTI)가 배럴당 87.69달러로 전주대비 5.9% 반등하면서 연료탄 등 에너지원 가격상승을 견인중임
  - 최근 연료탄 일일가격은 톤당 140달러 중반선에서 상승세 전환하여 톤당 150달러선 상회",202023
철광석,"중국 부동산 경기부진 및 위험자산 기피로 하락세
⊳ 중국의 부동산 경기부진 우려가 지속되는 가운데 이스라엘-하마스간 전쟁발발로 위험자산 기피확산에 따른 하방압력 발생
⊳ 다만, 중국 주요항구 재고량이 10월2주차 기준 108백만톤으로 전주대비 4.6% 감소로 상기 하방압력을 제약하는 것으로 분석",202023
우라늄,"파운드(lb)당 69.35달러, 전주대비 2.6% 하락세 
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
’22
’23.9월말
전년비(%)
10.1주
10.2주
전주비(%)",202023
페로망간,"주요 제조사의 오퍼가 인상 등 시장 가격 상승 분위기
⊳ 중국 주요 제조사 Dongfang Resources는 10월 공장 출하도 가격을 전월대비 톤당 200위안 인상했고, 다수 공급업체도 오퍼가를 유지하며 판매 보류 기조
⊳ 수출가는 해외 수요 부진에도 내수가 상승 기조에 따라 동반 상승",202023
탄산리튬,"6월부터 지속된 가격 하락 멈추고 소폭 반등
⊳ 이차전지 양극재 부문의 원료 재고 확보 수요와 구매 문의가 회복되며 6월부터 시장가격 지속 하락 후 첫 소폭 반등
   * 중국 주요 리튬 생산업체 Zhicun Lithium 등의 9월말~10월중 정비로 인한 생산 중단도 가격 상승 요인으로 작용
⊳ 수산화리튬 가격은 변동 없었으나, 생산업체들은 탄산리튬 가격 반등에 대응해 가격 인상 희망, 중국 주요 공급업체는 해외 수요사와 차년도 계약 협상 시작",202023
코발트,"원료가격 인상 및 수요 증가로 가격 상승
⊳ 코발트 금속 원료인 수산화화합물 생산업체들은 중국 수요사와의 차년도 계약 협상을 시작하며 가격 인상
⊳ 이와 함께 중국 연휴 이후 내수·해외 수요가 늘어나며 가격이 상승했고, 유럽가도 소폭 상승",202023
희토류,"국경절 연휴 후 수요 증가에 따른 가격 상승
⊳ 긴 국경절 연휴 이후 영구자석 산업 분야 수요 증가로 산화디스프로슘·네오디뮴 9월 4주차 대비 가격 상승
⊳ 산화이트륨 및 산화세륨·란탄은 가격 변동 없음",202023
동,"미 장기국채 금리상승 및 중국 부동산 경기불안에 따른 하락세
⊳ 미국의 고금리 장기화 우려에 따른 달러강세화 및 중국의 부동산 경기지표가 부진한 가운데 동 시장의 수급긴장 완화로 가격하방압력이 발생함
  - 미국의 10년물 장기국채 금리가 상승세를 지속하면서 위험자산 기피심리가 확산되고 있으며, 10월3주차 미달러인덱스는 106.08로 전주대비 0.13p 상승하여 하락요인으로 작용
  - 금년 1~8월 동 시장수급은 공급과잉(99천톤)으로 전년동기의 공급부족(313천톤) 대비 수급긴장 완화
⊳ 주요 거래소의 동 재고량 증가추세가 지속되는 점도 가격하방요인으로 작용함
  - 런던금속거래소(LME)의 10월3주차 동 재고량은 187,425톤으로 전주대비 6% 증가, 14주연속 증가세임",202023
니켈,"미 달러화 강세 및 재고량 확대로 하락세
⊳ 미달러화 강세 지속에 따른 위험자산 기피확산 및 중국의 부동산 경기불안으로 니켈시장 하방압력 발생
  - 중국의 주요 부동산 개발업체인 비구이위안사의 파산위기 대두 및 중국의 1~9월 부동산투자액은 8조7,269위안으로 전년동기대비 9.1% 감소세를 나타냄
⊳ 또한 주요 거래소의 니켈재고량 증가추세가 지속되는 점도 하방요인으로 작용
  - 10월3주차 LME 니켈 재고량은 43,103톤으로 전주대비 0.2% 증가, 8주연속 증가세를 나타냄",202023
유연탄,"유가반등에도 불구, 글로벌 경기둔화 우려에 따른 하락세
⊳ 이스라엘-하마스간 전쟁에 따른 공급리스크 확대로 10월3주차 국제유가(WTI)가 배럴당 88.75달러로 전주대비 1.2% 상승에도 불구, 미국 등 주요국 고금리 지속에 따른 경기둔화 우려로 연료탄 가격은 전주대비 1.5% 하락세임
  - 최근 연료탄 일일가격은 톤당 151달러에서 143달러선으로 하락세 시현",202023
철광석,"중국의 철광석 재고량 감소세로 상승세
⊳ 중국의 주요항구 철광석 재고량이 감소함에 따라 철광석 가격상승압력이 발생함
  - 10월2주차 중국의 주요항구 철광석 재고량은 105.2백만톤으로 전년동기대비 20% 감소, `16년10월이후 최저치를 경신
⊳ 다만, 세계 철강수요 둔화 전망으로 상기 상승압력은 부분적으로 상쇄되는 것으로 분석
  - 세계철강협회(WSA)는 글로벌 경기둔화로 금년 세계 철강수요 증가율을 기존 2.3%에서 1.8%로 하향 조정함",202023
우라늄,"파운드(lb)당 70.56달러, 전주대비 1.7% 상승세 
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.9월말
전년비(%)
10.2주
10.3주
전주비(%)",202023
페로망간,"제한된 수요 속에 가격 유지
⊳ 타이트한 공급 상황이 지속되나, 제한된 해외 수요로 중국 수출가 변동없이 유지",202023
탄산리튬,"주 초반 지난주 가격 상승 지속 후 주 후반부터 하락세 전환
⊳ 주중 초반은 양극재 분야 원료확보 수요와 공급업체의 오퍼가 상승 기조로 가격 상승이 이어졌으나, 주 후반 수요업체의 구매 관망세 전환으로 가격 하락 
   * 10월, 중국 장시성·쓰촨성 내 주요 생산업체들은 낮은 판매가 영향으로 생산량 감소, 계약물량 중심 이행
⊳ 수산화리튬 가격은 탄산리튬 가격과 함께 주중 등락을 보였으며, 중국 내수가 대비 수출가가 높은 상황으로 수출 물량에 집중",202023
코발트,"중국 국가비축국(SRB) 코발트 금속 신규비축 검토
⊳ 중국 국가비축국(SRB)의 신규 코발트 금속 비축 계획 소식에 중국 공급업체들 판매가 상승
⊳ 유럽 시장가도 중국가격 상승에 따라 소폭 상승했으나, 실수요 문의는 저조",202023
희토류,"시장의 낮은 수요 반영으로 주요 품목 가격 하락
⊳ 제한된 영구자석용 금속생산 수요 속에 산화디스프로슘, 산화네오디뮴 가격   소폭 하락
⊳ 산화세륨 시장은 현물 가용성 감소로 가격 상승",202023
동,"중국의 재정지출 확대 전망에 따른 상승세
⊳ 미국의 고금리 장기화 우려에도 불구, 중국 정부의 재정지출 확대 발표에 따른 수요확대 전망으로 전기동 가격상승압력이 발생함
  - 중국정부는 재난 지원 등을 위해 1조 위안 규모의 국채를 추가 발행하여 인프라 투자확대가 예상됨
  - 다만, 미국의 고금리 장기화 우려로 10월4주차 미달러인덱스는 106.11로 전주대비 0.03p 상승하여 상기 상승압력을 부분적으로 상쇄하는 것으로 분석
⊳ 한편, 칠레 국영기업 Codelco社의 1~9월 세전이익은 생산비용이 인플레이션 여파로 30% 가까이 급증하면서 전년동기대비 65%나 감소한 것으로 나타남",202023
니켈,"미 달러화 강세 및 재고량 확대로 하락세
⊳ 미연준 긴축정책 지속 우려에 따른 달러화 강세 및 인도네시아의 니켈 정제련 생산캐파 확대에 따른 재고량 증가세 지속으로 니켈시장 가격하방압력 발생
  - 10월4주차 LME 니켈 재고량은 45,150톤으로 전주대비 4.7% 증가, 9주연속 증가세를 나타냄
⊳ 다만, 중국의 대규모 재정지출 확대 전망 및 9월 산업생산 개선으로 상기 하방압력이 상쇄되는 것으로 분석
  - 중국의 9월 산업생산은 전년동월대비 4.5% 증가로 시장전망치를 0.2%p 상회함",202023
유연탄,"유가하락 및 계절성 수요둔화에 따른 하락세
⊳ 10월4주차 국제유가(WTI)가 배럴당 85.54달러로 전주대비 3.6% 하락한 가운데 계절성 수요둔화로 연료탄 가격은 전주대비 7.1% 하락세를 나타냄
  - 최근 연료탄 일일가격은 톤당 140달러에서 134달러선으로 하락세 시현",202023
철광석,"세계 철강수요 둔화 전망 및 중국의 재고량 확대로 하락세
⊳ 세계 철강수요 둔화 전망 및 중국의 주요 항구 재고량 확대에 따라 철광석 가격 하방압력이 발생함
  - 세계철강협회(WSA)는 글로벌 경기둔화로 금년 세계 철강수요 증가율을 기존 2.3%에서 1.8%로 하향 조정함
  - 10월4주차 중국의 주요항구 철광석 재고량은 111.53백만톤으로 전주대비 1.1% 증가세(2주연속↑)",202023
우라늄,"파운드(lb)당 73.74달러, 전주대비 4.5% 상승 (`08년3월이후 최고치)
2. 주요 희소금속 : 망간, 리튬, 코발트, 희토류
단위 : U$/톤 (코발트:U$/lb)
광종
연평균
주간평균
‘22
‘23.9월말
전년비(%)
10.3주
10.4주
전주비(%)",202023
페로망간,"철강산업 수요 둔화 전망 영향으로 가격 소폭 하락
⊳ 수요 산업인 철강산업에 대한 시장참여자들의 부정적 전망과 수요 하락에 따른 시장가 하락",202023
탄산리튬,"공급과잉 시장 상황 속에 가격 하락 지속
⊳ 배터리 제조사들의 충분한 양극재 재고 보유로 신규 주문이 줄어들며, 양극재 제조사들의 탄산리튬 현물 수요가 거의 없는 상태로 가격 하락
   * 전기차 수요 증가 둔화세로 포드, GM 등 주요 자동차 제조사들의 관련 투자 축소·연기 검토 
   * 10월, 중국 장시성·쓰촨성 내 주요 생산업체들은 낮은 판매가 영향으로 생산량 감축, 계약물량 중심 이행
⊳ 수산화리튬 가격은 탄산리튬과 같은 양상으로 하락세, 중국 내수가 대비 수출가가  높은 상황으로 수출 물량에 집중",202023
코발트,"항공부문의 확고한 수요로 가격 소폭 상승
⊳ 코발트 유럽시장가는 중국 비축국 신규 비축 계획과 항공부문의 높은 수요를 배경으로 가격 상승
   * 중국 국가비축국은 주요 코발트 공급사와 협의를 통해 3,100톤 규모의 추가 비축을 결정한 것으로 알려짐",202023
희토류,"시장의 낮은 수요 반영으로 주요 품목 가격 하락
⊳ 영구자석 산업의 낮은 수요 지속과 구매 관망세가 이어지며 산화디스프로슘, 산화네오디뮴 가격 소폭 하락
⊳ 산화세륨은 주요 공급업체들이 판매를 보류하며 판매가를 인상",202023
동,"미달러화 가치하락 및 재고량 감소에 따른 상승세
⊳ 중국의 제조업 경기지표는 부진한 모습이었으나, 미연준의 기준금리 동결에 따른 달러화 가치 하락으로 비철금속 상승압력이 발생하면서 전기동 가격상승세
  - 중국의 10월 CFLP 제조업 PMI는 49.5로 경기판단 기준선인 50선을 하회함
  - 미연준의 11월 연방공개시장위원회(FOMC) 회의결과 기준금리는 동결됨. 이에따라 11월1주차 달러인덱스는 106으로 전주대비 0.11p 하락하여 위험자산 투자선호 개선
⊳ 런던금속거래소(LME)의 동 재고량은 11월1주차 기준 176,140톤으로 전주대비 5% 감소하여 가격상승요인으로 작용함",202023
니켈,"미연준 금리동결 및 재고량 감소에 따른 상승세
⊳ 11월 미연준의 기준금리 동결 및 차월(12월) 금리동결 가능성이 높아진 가운데 주요 거래소의 니켈 재고량 감소로 니켈가격 상승압력이 발생함
  - 최근 CME FedWatch Tool에 따르면 미연준은 11월에 이어 12월도 기준금리 동결 가능성을 95%로 예상함
  - LME 니켈 재고량은 43,940톤으로 전주대비 2.7% 감소, 9주연속 증가세를 마감하여 상승요인으로 작용함",202023
